kb	official_url	genres_csv	accesses_csv	statuses_csv
Hong Kong Companies Registry e-Search	https://www.cr.gov.hk/en/electronic/e-servicesportal/e-search.htm	G10	CONSTRAINED	PARTIAL
Retraction Watch Database via Crossref	https://www.crossref.org/blog/retraction-watch-database-now-openly-available/	G37	FREE_NO_AUTH	PARTIAL
CSTB Document Search	https://www.cstb.fr/bases-donnees/rechercher-un-document	G26	FREE_NO_AUTH	PARTIAL
CVE.org CVE Records	https://www.cve.org/	G31	FREE_NO_AUTH	PARTIAL
DISA STIG Cyber Exchange	https://www.cyber.mil/stigs/	G31	FREE_NO_AUTH	PARTIAL
Australia DFAT Consolidated Sanctions List	https://www.dfat.gov.au/international-relations/security/sanctions/consolidated-list	G35/G11	FREE_NO_AUTH	PARTIAL
DIBt Approval Download	https://www.dibt.de/en/service/approval-download/search	G26	FREE_NO_AUTH	PARTIAL
Cámara de Diputados Leyes Federales Database	https://www.diputados.gob.mx/LeyesBiblio/	G08	FREE_NO_AUTH	PARTIAL
DVIDS Military Units Search / Unit API	https://www.dvidshub.net/units/	G35	FREE_AUTH	PARTIAL
EBA Credit Institutions Register	https://www.eba.europa.eu/risk-and-data-analysis/data/registers-and-other-list-institutions/credit-institutions-register	G11/G10	FREE_NO_AUTH	PARTIAL
EBA PSD2 Payment & Electronic Money Register	https://www.eba.europa.eu/risk-and-data-analysis/data/registers/payment-institutions-register	G11/G10	FREE_NO_AUTH	PARTIAL
ChEBI REST API	https://www.ebi.ac.uk/chebi/tools	G20	FREE_NO_AUTH	PASS
EMBL-EBI Single Cell Expression Atlas	https://www.ebi.ac.uk/gxa/sc	G22/G37	FREE_NO_AUTH	PARTIAL
EMBL-EBI InterPro	https://www.ebi.ac.uk/interpro/	G22	FREE_NO_AUTH	PARTIAL
EMBL-EBI Ontology Lookup Service (OLS)	https://www.ebi.ac.uk/ols4/ols3help	G14/G22	FREE_NO_AUTH	PARTIAL
EMBL-EBI PRIDE Archive	https://www.ebi.ac.uk/pride/archive/	G22/G37	FREE_NO_AUTH	PARTIAL
eCFR Search / API	https://www.ecfr.gov/	G08/G32	FREE_NO_AUTH	PARTIAL
U.S. EIA Petroleum Navigator / Weekly Supply Estimates	https://www.eia.gov/dnav/pet/hist/LeafHandler.ashx?f=W&n=PET&s=WCRFPUS2	G27	FREE_NO_AUTH	PASS
U.S. EIA Open Data API	https://www.eia.gov/opendata/index.php/api	G27/G38	FREE_AUTH	PARTIAL
EEA GEMET	https://www.eionet.europa.eu/gemet/en/search/	G14/G21	FREE_NO_AUTH	PARTIAL
Elections Canada Political Financing Search	https://www.elections.ca/WPAPPS/WPF/EN/CCS/Index	G07	FREE_NO_AUTH	PARTIAL
EMA Medicine Finder / Advanced Search	https://www.ema.europa.eu/en/medicines	G23/G24	FREE_NO_AUTH	PARTIAL
World Bank Enterprise Surveys Data	https://www.enterprisesurveys.org/en/data	G09/G10	FREE_AUTH	PARTIAL
EOTA European Technical Assessment (ETA) Database	https://www.eota.eu/etassessments	G26/G32/G33	FREE_NO_AUTH	PARTIAL
EPA Envirofacts Data Service API	https://www.epa.gov/enviro/envirofacts-data-service-api	G21/G33	FREE_NO_AUTH	PARTIAL
EPA Toxics Release Inventory (TRI) Search	https://www.epa.gov/enviro/tri-search-user-guide	G21/G33/G20	FREE_NO_AUTH	PARTIAL
EPPO Global Database	https://www.eppo.int/RESOURCES/eppo_databases/global_database	G22/G24	FREE_NO_AUTH	PARTIAL
USACE ERDC Knowledge Core / Library Search	https://www.erdc.usace.army.mil/Library/	G25/G26/G37	FREE_NO_AUTH	PARTIAL
Erlang/OTP System Documentation Search	https://www.erlang.org/doc/system/readme.html	G29	FREE_NO_AUTH	PARTIAL
DoD Issuances｜Directives / Instructions / Manuals	https://www.esd.whs.mil/Directives/issuances/dodd/	G35	FREE_NO_AUTH	PARTIAL
ESRB Game Ratings Search	https://www.esrb.org/search/	G17	FREE_NO_AUTH	PARTIAL
eTenders Ireland	https://www.etenders.gov.ie/epps/home.do	G07/G10	FREE_NO_AUTH	PARTIAL
ETSI Standards Search	https://www.etsi.org/standards/	G32/G36	FREE_NO_AUTH	PARTIAL
EUIPO IP Search Databases	https://www.euipo.europa.eu/en/search-ip	G32	FREE_NO_AUTH	PARTIAL
Europeana Search API	https://www.europeana.eu/en/apis	G04/G15/G16/G37	FREE_AUTH	PARTIAL
FAA AVInfo Safety Data	https://www.faa.gov/av-info	G28	FREE_NO_AUTH	PARTIAL
FAOLEX	https://www.fao.org/faolex/en/	G08/G21/G24	FREE_NO_AUTH	PARTIAL
FAOSTAT API	https://www.fao.org/FAOSTAT/en/	G09/G24/G38	FREE_NO_AUTH	PASS
FAO FishStatJ / Online Query Panel	https://www.fao.org/fishery/static/FishStatJ/	G24	FREE_NO_AUTH	PASS
FDA Adverse Event Monitoring System (AEMS) Public Dashboard	https://www.fda.gov/safety/fda-adverse-event-monitoring-system-aems	G23/G24/G33	FREE_NO_AUTH	PARTIAL
FDA Enforcement Reports / openFDA Enforcement APIs	https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/enforcement-reports	G23/G24/G33	FREE_NO_AUTH	PARTIAL
Fedlex	https://www.fedlex.admin.ch/	G08	FREE_NO_AUTH	PARTIAL
OpenFEMA Disaster Declarations Summaries API	https://www.fema.gov/about/openfema/disaster-declarations-summaries	G21/G34	FREE_NO_AUTH	PARTIAL
FFIEC National Information Center (NIC)	https://www.ffiec.gov/npw/Institution/Index	G11/G10	FREE_NO_AUTH	PARTIAL
FIBA Events History / Games & Results	https://www.fiba.basketball/en/history	G17	FREE_NO_AUTH	PASS
FIFA Match Centre	https://www.fifa.com/match-centre	G17	FREE_NO_AUTH	PASS
UK Find a Tender	https://www.find-tender.service.gov.uk/Search	G07/G10	FREE_NO_AUTH	PARTIAL
Finlex	https://www.finlex.fi/en/search	G08	FREE_NO_AUTH	PARTIAL
FIS Calendar & Results Database	https://www.fis-ski.com/DB	G17	FREE_NO_AUTH	PARTIAL
USDA FSIS Recalls & Public Health Alerts	https://www.fsis.usda.gov/recalls	G24/G33	FREE_NO_AUTH	PARTIAL
Geoscience Australia Place Names Search	https://www.ga.gov.au/scientific-topics/national-location-information/dataspatial-applications	G05	FREE_NO_AUTH	PARTIAL
GDACS API	https://www.gdacs.org/gdacsapi/swagger/index.html	G21/G34	FREE_NO_AUTH	PARTIAL
Singapore GeBIZ	https://www.gebiz.gov.sg/	G07/G10	FREE_NO_AUTH	PARTIAL
Gesetze im Internet	https://www.gesetze-im-internet.de/	G08	FREE_NO_AUTH	PARTIAL
New Zealand GETS	https://www.gets.govt.nz/ExternalIndex.htm	G07/G10	FREE_NO_AUTH	PARTIAL
Getty Thesaurus of Geographic Names (TGN)	https://www.getty.edu/research/tools/vocabularies/tgn/	G04/G05/G16	FREE_NO_AUTH	PARTIAL
Getty Art & Architecture Thesaurus (AAT)	https://www.getty.edu/vow/AATSearchPage.jsp	G04/G14/G16/G26	FREE_NO_AUTH	PARTIAL
GLEIF LEI API	https://www.gleif.org/en/lei-data/gleif-api	G10/G37	FREE_NO_AUTH	PARTIAL
GMC｜Search Our Registers	https://www.gmc-uk.org/registration-and-licensing/our-registers	G12/G23	FREE_NO_AUTH	PARTIAL
GNU Bash Reference Manual	https://www.gnu.org/software/bash/manual/bash.html	G29	FREE_NO_AUTH	PARTIAL
Brazil Compras.gov.br	https://www.gov.br/compras/pt-br	G07/G10	FREE_NO_AUTH	PARTIAL
UK Register of Regulated Qualifications	https://www.gov.uk/find-a-regulated-qualification	G12/G13	FREE_NO_AUTH	PARTIAL
FCDO Foreign Travel Advice	https://www.gov.uk/foreign-travel-advice	G17/G38	FREE_NO_AUTH	PARTIAL
UK General Register Office｜Historic Birth & Death Index	https://www.gov.uk/research-family-history	G04/G06	FREE_AUTH	PARTIAL
South African Government Acts Database	https://www.gov.za/documents/acts	G08	FREE_NO_AUTH	PARTIAL
GovInfo Search	https://www.govinfo.gov/	G07/G08	FREE_NO_AUTH	PARTIAL
Grants.gov Search API	https://www.grants.gov/api/common/search2	G07/G10/G37	FREE_NO_AUTH	PARTIAL
Haskell 2010 Language Report	https://www.haskell.org/onlinereport/haskell2010/	G29	FREE_NO_AUTH	PARTIAL
HHS OHRP Regulations & Guidance Index	https://www.hhs.gov/ohrp/regulations-and-policy/guidance/index.html	G02/G23/G32	FREE_NO_AUTH	PARTIAL
国税庁 法人番号公表サイト	https://www.houjin-bangou.nta.go.jp/	G10/G11	FREE_NO_AUTH	PARTIAL
IAF CertSearch	https://www.iafcertsearch.org/	G32/G10	FREE_AUTH	PARTIAL
IANA Root Zone Database	https://www.iana.org/domains/root/db	G36	FREE_NO_AUTH	PARTIAL
IANA Protocol Registries	https://www.iana.org/protocols	G29/G36/G32	FREE_NO_AUTH	PARTIAL
ICPSR Data Search	https://www.icpsr.umich.edu/sites/icpsr/find-data	G03/G06/G09/G13/G37	CONSTRAINED	PARTIAL
IMF DataMapper API / Country Profiles	https://www.imf.org/external/datamapper/	G09	FREE_NO_AUTH	PASS
India Code	https://www.indiacode.nic.in/	G08	FREE_NO_AUTH	PARTIAL
Human Phenotype Ontology Browser	https://www.informatics.jax.org/vocab/hp_ontology	G03/G14/G22/G23	FREE_NO_AUTH	PARTIAL
Consolidated Canadian Autonomous Sanctions List	https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng	G35/G11	FREE_NO_AUTH	PARTIAL
INTERPOL Public Notices Search	https://www.interpol.int/How-we-work/Notices	G34/G35	CONSTRAINED	PARTIAL
electronic Irish Statute Book (eISB)	https://www.irishstatutebook.ie/eli/advanced-search.html	G08	FREE_NO_AUTH	PARTIAL
ISO Online Browsing Platform (OBP)	https://www.iso.org/obp/ui/	G14/G25/G26/G29/G30/G32	CONSTRAINED	PASS
ISRCTN Registry	https://www.isrctn.com/	G23	FREE_NO_AUTH	PARTIAL
ITF World Tennis Tour Player Search	https://www.itftennis.com/en/players/	G17	FREE_NO_AUTH	PARTIAL
NIST/SEMATECH e-Handbook of Statistical Methods	https://www.itl.nist.gov/div898/handbook/	G18/G25/G37	FREE_NO_AUTH	PARTIAL
ITU Space Explorer	https://www.itu.int/itu-r/space/apps/public/spaceexplorer/	G36/G19	CONSTRAINED	PARTIAL
ITU-T Recommendations Database Search	https://www.itu.int/ITU-T/recommendations/search.aspx	G32/G36	FREE_NO_AUTH	PARTIAL
J-PlatPat	https://www.j-platpat.inpit.go.jp/	G32	FREE_NO_AUTH	PARTIAL
Kaggle Models	https://www.kaggle.com/models	G30	FREE_NO_AUTH	PARTIAL
CERT/CC Vulnerability Notes Database	https://www.kb.cert.org/vuls/search/	G31	FREE_NO_AUTH	PARTIAL
KIPRIS	https://www.kipris.or.kr/khome/main.do	G32	FREE_NO_AUTH	PARTIAL
LACNIC RDAP	https://www.lacnic.net/1484/2/lacnic/a-new-service-designed-to-improve-on-the-traditional-whois	G36	CONSTRAINED	PARTIAL
Légifrance	https://www.legifrance.gouv.fr/recherche	G08	FREE_NO_AUTH	PARTIAL
Australian Federal Register of Legislation	https://www.legislation.gov.au/	G08	FREE_NO_AUTH	PARTIAL
Legislation.gov.uk API	https://www.legislation.gov.uk/	G08	FREE_NO_AUTH	PARTIAL
New Zealand Legislation	https://www.legislation.govt.nz/	G08	FREE_NO_AUTH	PARTIAL
LMFDB	https://www.lmfdb.org/	G18	FREE_NO_AUTH	PARTIAL
Library of Congress API	https://www.loc.gov/apis/json-and-yaml/	G15	FREE_NO_AUTH	PASS
Lua Reference Manual / Source Index	https://www.lua.org/ftp/	G29	FREE_NO_AUTH	PARTIAL
MATLAB Documentation / docsearch	https://www.mathworks.com/help/matlab/ref/docsearch.html	G29/G30	FREE_NO_AUTH	PASS
NANPA NPA / Area Code Search	https://www.nanpa.com/reports/npa-reports	G36	FREE_NO_AUTH	PARTIAL
PubMed / NCBI E-utilities	https://www.ncbi.nlm.nih.gov/books/NBK25499/	G03/G23/G37	FREE_NO_AUTH	PARTIAL
NCBI Datasets v2	https://www.ncbi.nlm.nih.gov/datasets/docs/v2/api/rest-api/	G22	FREE_NO_AUTH	PARTIAL
NCBI GEO DataSets	https://www.ncbi.nlm.nih.gov/gds/	G22/G37	FREE_NO_AUTH	PARTIAL
NIH Genetic Testing Registry (GTR)	https://www.ncbi.nlm.nih.gov/gtr/	G23/G22	FREE_NO_AUTH	PARTIAL
NOAA NCEI Search & Data APIs	https://www.ncei.noaa.gov/access/search/documentation/	G21	FREE_NO_AUTH	PASS
NOAA NCEI Storm Events Database	https://www.ncei.noaa.gov/stormevents/	G21/G34	FREE_NO_AUTH	PARTIAL
NIST CSF 2.0 Informative References Catalog	https://www.nist.gov/cyberframework/informative-references	G31	FREE_NO_AUTH	PARTIAL
NIST ILThermo (SRD 147)	https://www.nist.gov/srd/nist-standard-reference-database-147	G20	FREE_NO_AUTH	PARTIAL
NNDC NuDat 3	https://www.nndc.bnl.gov/nudat3/	G19	FREE_NO_AUTH	PASS
Normattiva	https://www.normattiva.it/	G08	FREE_NO_AUTH	PARTIAL
National Park Service Data API	https://www.nps.gov/subjects/developer/api-documentation.htm	G17/G38/G05	FREE_AUTH	PARTIAL
NRC Event Notification Reports Search	https://www.nrc.gov/reading-rm/doc-collections/event-status/event/index	G27/G34	FREE_NO_AUTH	PARTIAL
NRC Licensee Event Reports Search	https://www.nrc.gov/reading-rm/doc-collections/event-status/index	G27/G34	FREE_NO_AUTH	PARTIAL
NSF Award Search	https://www.nsf.gov/funding/award-search	G37	FREE_NO_AUTH	PARTIAL
Numdam	https://www.numdam.org/	G18	FREE_NO_AUTH	PARTIAL
NZQA Qualifications Search	https://www.nzqa.govt.nz/nzqf/search/results.do	G12/G13	FREE_NO_AUTH	PARTIAL
VIAF API	https://www.oclc.org/developer/api/oclc-apis/viaf.en.html	G01/G15	FREE_NO_AUTH	PARTIAL
ISO/IEC JTC1/SC22/WG21 C++ Standards / Public Working Drafts	https://www.open-std.org/jtc1/sc22/wg21/	G29/G32	FREE_NO_AUTH	PASS
Mexico Orden Jurídico Nacional	https://www.ordenjuridico.gob.mx/bavanzada	G08	FREE_NO_AUTH	PARTIAL
OSHA Occupational Chemical Database	https://www.osha.gov/chemicaldata/search	G12/G20/G25/G33	FREE_NO_AUTH	PARTIAL
OSHA Standards / Standard Number Lookup	https://www.osha.gov/laws-regs/regulations/standardnumber/1910	G25/G08/G34	FREE_NO_AUTH	PASS
OSHA Establishment / Inspection Search	https://www.osha.gov/ords/imis/establishment.html	G12/G25	FREE_NO_AUTH	PARTIAL
日本政府 調達ポータル（GEPS）	https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101	G07/G10	FREE_NO_AUTH	PARTIAL
PANGAEA Data Publisher Search	https://www.pangaea.de/	G21/G22/G24/G37	FREE_NO_AUTH	PARTIAL
International Paralympic Committee Historical Results / Paris 2024 Results	https://www.paralympic.org/results/historical	G17	FREE_NO_AUTH	PASS
Perseus Digital Library	https://www.perseus.tufts.edu/hopper/	G02/G15/G16	FREE_NO_AUTH	PARTIAL
PhenX Toolkit	https://www.phenxtoolkit.org/search	G03/G23/G37	CONSTRAINED	PARTIAL
PHMSA Hazmat Incident Report Search	https://www.phmsa.dot.gov/hazmat-program-management-data-and-statistics/data-operations/incident-statistics	G28/G34/G33	FREE_NO_AUTH	PARTIAL
PHP Manual Lookup	https://www.php.net/lookup-form.php	G29	FREE_NO_AUTH	PASS
Public Contracts Scotland	https://www.publiccontractsscotland.gov.uk/search/Search_mainpage.aspx	G07/G10	FREE_NO_AUTH	PARTIAL
RCSB Protein Data Bank Search API	https://www.rcsb.org/docs/programmatic-access/web-apis-overview	G20/G22	FREE_NO_AUTH	PASS
UNHCR Refworld	https://www.refworld.org/	G06/G08	FREE_NO_AUTH	PARTIAL
Denmark Retsinformation	https://www.retsinformation.dk/extremesearch	G08	FREE_NO_AUTH	PARTIAL
RFC Editor Search	https://www.rfc-editor.org/search/	G29/G31/G36	FREE_NO_AUTH	PARTIAL
Rhea REST API	https://www.rhea-db.org/help/rest-api	G20/G22	FREE_NO_AUTH	PASS
CPSC SaferProducts.gov	https://www.saferproducts.gov/	G33/G38	FREE_NO_AUTH	PARTIAL
USGS ScienceBase Catalog / API	https://www.sciencebase.gov/catalog/	G21/G37	FREE_NO_AUTH	PARTIAL
SEDAR+ Public Search	https://www.sedarplus.ca/home/	G10/G11	FREE_NO_AUTH	PARTIAL
Sell2Wales	https://www.sell2wales.gov.wales/Search/Search_mainpage.aspx	G07/G10	FREE_NO_AUTH	PARTIAL
Smithsonian Open Access API	https://www.si.edu/OpenAccess	G04/G16	FREE_NO_AUTH	PARTIAL
Sri Lanka Clinical Trials Registry (SLCTR)	https://www.slctr.lk/	G23	FREE_NO_AUTH	PARTIAL
NOAA SWPC Data Service / Archive	https://www.spaceweather.gov/content/data-access	G19/G21	FREE_NO_AUTH	PARTIAL
Colombia SUIN-Juriscol	https://www.suin-juriscol.gov.co/	G08	FREE_NO_AUTH	PARTIAL
Svensk författningssamling (SFS)	https://www.svenskforfattningssamling.se/	G08	FREE_NO_AUTH	PARTIAL
Swift Language Reference / The Swift Programming Language	https://www.swift.org/documentation/tspl/	G29	FREE_NO_AUTH	PARTIAL
AusTender	https://www.tenders.gov.au/	G07/G10	FREE_AUTH	PARTIAL
TensorFlow API Documentation	https://www.tensorflow.org/api_docs/python/tf	G29/G30	FREE_NO_AUTH	PARTIAL
TensorFlow Hub Model Repository	https://www.tensorflow.org/hub/	G29/G30	FREE_NO_AUTH	PARTIAL
Australian Register of Therapeutic Goods (ARTG)	https://www.tga.gov.au/products/regulations-all-products/about-australian-register-therapeutic-goods-artg	G23/G24/G33	FREE_NO_AUTH	PARTIAL
Thai Clinical Trials Registry (TCTR)	https://www.thaiclinicaltrials.org/	G23	FREE_NO_AUTH	PARTIAL
U.S. Consolidated Screening List Search	https://www.trade.gov/consolidated-screening-list	G35	FREE_NO_AUTH	PARTIAL
FTA National Transit Database (NTD) Transit Agency Profiles	https://www.transit.dot.gov/ntd/transit-agency-profiles	G28	FREE_NO_AUTH	PASS
TypeScript Handbook / Reference	https://www.typescriptlang.org/docs/handbook/intro	G29	FREE_NO_AUTH	PARTIAL
UNHCR Refugee Data Finder API	https://www.unhcr.org/refugee-statistics/	G06	FREE_NO_AUTH	PARTIAL
UniProt REST API / UniProtKB	https://www.uniprot.org/help/api	G22	FREE_NO_AUTH	PARTIAL
UNOOSA Online Index of Objects Launched into Outer Space	https://www.unoosa.org/oosa/osoindex/index.jspx	G19	FREE_NO_AUTH	PASS
UNROCA｜UN Register of Conventional Arms Database	https://www.unroca.org/	G35/G09	FREE_NO_AUTH	PARTIAL
Germany Unternehmensregister	https://www.unternehmensregister.de/	G10/G11	FREE_NO_AUTH	PARTIAL
UN Tourism Data Dashboard	https://www.unwto.org/tourism-data/un-tourism-tourism-dashboard	G17	FREE_NO_AUTH	PARTIAL
USACE Section 408 Requests Database	https://www.usace.army.mil/Missions/Civil-Works/Section408/	G26/G07	FREE_NO_AUTH	PARTIAL
USGS The National Map / TNM Access API	https://www.usgs.gov/tools/download-data-maps-national-map	G05	FREE_NO_AUTH	PASS
USGS Geographic Names Information System (GNIS)	https://www.usgs.gov/tools/geographic-names-information-system-gnis	G05/G04	FREE_NO_AUTH	PARTIAL
USPTO Patent Public Search	https://www.uspto.gov/patents/search/patent-public-search	G32	FREE_NO_AUTH	PARTIAL
USPTO Trademark Search	https://www.uspto.gov/trademarks/search	G32	FREE_NO_AUTH	PARTIAL
Vatican IntraText｜The New American Bible	https://www.vatican.va/archive/ENG0839/_INDEX.HTM	G02/G15	FREE_NO_AUTH	PARTIAL
W3C Standards and Drafts Search	https://www.w3.org/TR/	G29/G32/G36	FREE_NO_AUTH	PASS
W3C WAI｜WCAG 2.2 Quick Reference	https://www.w3.org/WAI/WCAG22/quickref/	G06/G29/G32	FREE_NO_AUTH	PARTIAL
WCO Trade Tools Harmonized System Search	https://www.wcotradetools.org/en/harmonized-system	G09/G32	CONSTRAINED	PARTIAL
WHO Global Health Observatory (GHO) OData API	https://www.who.int/data/gho	G23/G06/G37	FREE_NO_AUTH	PARTIAL
WHO ICTRP Search Portal	https://www.who.int/tools/clinical-trials-registry-platform/the-ictrp-search-portal	G23/G37	FREE_NO_AUTH	PARTIAL
WIPO Global Brand Database	https://www.wipo.int/en/web/global-brand-database	G32	FREE_NO_AUTH	PARTIAL
WIPO Lex	https://www.wipo.int/en/web/wipolex	G08/G32	FREE_NO_AUTH	PARTIAL
World Medical Association Policy Search	https://www.wma.net/policy/	G02/G23/G32	FREE_NO_AUTH	PARTIAL
World Rugby Fixtures & Results	https://www.world.rugby/tournaments/fixtures-results	G17	FREE_NO_AUTH	PASS
World Aquatics Results Database	https://www.worldaquatics.com/results	G17	FREE_NO_AUTH	PASS
Switzerland Zefix Central Business Name Index	https://www.zefix.admin.ch/en/search/entity/welcome	G10	FREE_NO_AUTH	PARTIAL
XGBoost Documentation Search	https://xgboost.readthedocs.io/en/stable/search.html	G29/G30	FREE_NO_AUTH	PARTIAL
zbMATH Open	https://zbmath.org/	G18/G37	FREE_NO_AUTH	PARTIAL
Zig Language Reference / Standard Library Documentation	https://ziglang.org/documentation/master/	G29	FREE_NO_AUTH	PARTIAL
